ID,DX,DY,RZ
G12,1207.5383685889278,-26.513260869565368,-0.009611945395997004
A13,1257.6927474637523,-1.9658306848418847,-0.008738254145487711
B13,1257.4207707641144,-77.69518380791253,-0.006681296710602195
C13,1257.2563026147398,-51.394202898551015,-0.008450788642550135
D13,1257.0866716912913,-21.262979853343694,-0.007863534856885623
E13,1256.984008493539,-81.52542594375689,-0.006025354023442345
F13,1256.9917712370502,-52.67905797101478,-0.008441652808432018
G13,1256.9936038184512,-26.981956521739278,-0.00844223794924312
A14,1313.8244032274988,-2.2164351503521793,-0.008752612375572604
B14,1313.5926526547698,-78.23081122646023,-0.006005104752246169
C14,1313.4695443296828,-51.90144927536261,-0.007820300331927035
D14,1313.334286382543,-21.725214757605393,-0.007608456025428863
E14,1313.2122995705388,-82.07768379311844,-0.005187012479606829
F14,1313.233634173028,-53.198985507246675,-0.0078310013677792
G14,1313.2433402096726,-27.248260869565364,-0.007832395966354514
