ID,DX,DY,RZ
A13,926.2914465030384,-8.675584469943232,-0.0073286100844616835
B13,926.0089691793506,-70.98543002280842,-0.005271864204155595
C13,925.8302431939733,-51.394202898550986,-0.006841919662408661
D13,925.6551617389607,-28.063159718513074,-0.006406330792174292
E13,925.5414590092782,-74.72524607859094,-0.004568349018538112
F13,925.5355632338824,-52.679057971014736,-0.0068332090789688165
G13,925.5324748248954,-26.981956521739278,-0.006833850481980804
A14,971.5762177411855,-8.931882662418554,-0.0074228785123828505
B14,971.3357705324798,-71.51536371439101,-0.004675467377283823
C14,971.1992921074511,-51.90144927536259,-0.006300979221683783
D14,971.0572587737356,-28.529543150631408,-0.006214132883488721
E14,970.9260560567034,-75.27335540009558,-0.0037927862386341296
F14,970.9367468468088,-53.198985507246626,-0.006312220520428377
G14,970.9423546521335,-27.248260869565367,-0.006313763293417766
