ID,DX,DY,RZ
G12,885.4343233475681,-26.513260869565364,-0.00779537809046128
A13,926.2914465043109,-8.675584469909857,-0.007328610084471456
B13,926.0089691806241,-70.9854300228438,-0.005271864204165304
C13,925.8302431952475,-51.394202898551015,-0.006841919662423983
D13,925.6551617402354,-28.063159718476584,-0.006406330792184186
E13,925.5414590105528,-74.72524607862384,-0.0045683490185479386
F13,925.5355632351566,-52.67905797101478,-0.0068332090789838046
G13,925.532474826169,-26.981956521739278,-0.006833850481995807
A14,971.5762177425432,-8.931882662385016,-0.007422878512390466
B14,971.3357705338375,-71.51536371442658,-0.004675467377291366
C14,971.1992921088085,-51.90144927536261,-0.006300979221693949
D14,971.0572587750926,-28.529543150594815,-0.006214132883496521
E14,970.9260560580597,-75.2733554001288,-0.0037927862386419194
F14,970.9367468481647,-53.19898550724667,-0.006312220520438392
G14,970.9423546534887,-27.248260869565367,-0.00631376329342772
