ID,DX,DY,RZ
G12,1207.538368586731,-26.513260869565357,-0.00961194539596942
A13,1257.6927474614035,-1.965830684900713,-0.008738254145471032
B13,1257.4207707617645,-77.69518380784963,-0.00668129671058557
C13,1257.2563026123898,-51.394202898550986,-0.008450788642524507
D13,1257.0866716889398,-21.262979853407685,-0.007863534856868594
E13,1256.9840084911873,-81.52542594369696,-0.006025354023425485
F13,1256.991771234698,-52.679057971014736,-0.008441652808406955
G13,1256.9936038160993,-26.98195652173927,-0.008442237949217946
A14,1313.8244032250097,-2.216435150411134,-0.008752612375559464
B14,1313.5926526522805,-78.23081122639715,-0.00600510475223309
C14,1313.4695443271935,-51.90144927536259,-0.007820300331909938
D14,1313.3342863800535,-21.725214757669438,-0.007608456025415214
E14,1313.2122995680493,-82.0776837930584,-0.005187012479593192
F14,1313.2336341705384,-53.198985507246626,-0.007831001367762304
G14,1313.2433402071838,-27.248260869565357,-0.007832395966337665
